,id,keyword,location,text,target,text_cleaned
4840,4840,emergency%20services,"Bluffton, SC 29910",RT https://t.co/RuLgOSRw2H RT https://t.co/yL8Cf7Vdlf Avoid feeling like you're hassling and inc… https://t.co/IOzJA2vjtS,0,rt rt avoid feeling like youre hassling
4841,4841,emergency%20services,"Bluffton, SC 29910",RT https://t.co/EzjQ70yWGU RT https://t.co/yL8Cf7Vdlf Avoid feeling like you're hassling and inc… https://t.co/k8mMBBxN3a,0,rt rt avoid feeling like youre hassling
4842,4842,emergency%20services,"Morwell, VIC","The Hawks and are coming to Morwell on Feb 28 for an ""Emergency Services themed"" practice match. Entry will be…",0,hawks coming morwell feb emergency services themed practice match entry
4843,4843,emergency%20services,Australia,"The Hawks and are coming to Morwell on Feb 28 for an ""Emergency Services themed"" practice match. Entry… https://t.co/FWgLyNinrs",0,hawks coming morwell feb emergency services themed practice match
4844,4844,emergency%20services,"Brighton, UK",A26 north of earwig corner lewes rtc reported road blocked bothways emergency services on scene …,1,north earwig corner lewes rtc reported road blocked bothways emergency services scene
4845,4845,emergency%20services,Edinburgh,"Roadworks are co-ordinated and approved by a group that includes local roads engineers, netw… https://t.co/h2kiNRocxr",0,roadworks coordinated approved group includes local roads engineers
4846,4846,emergency%20services,,Perhaps d facilities n services provided by Gujarat govt on health sectors is more commendable n ap… https://t.co/p6keTMshBU,0,perhaps facilities n services provided gujarat govt health sectors commendable n
4847,4847,emergency%20services,Sussex uk,A26 north of earwig corner lewes rtc reported road blocked bothways emergency services on scene … https://t.co/wXPYitrFsO,1,north earwig corner lewes rtc reported road blocked bothways emergency services scene
4848,4848,emergency%20services,,PLUMBER MASSACHUSETTS AVAILABLE 24/7. PROFESSIONAL SERVICES. CALL 617.861.6336 Read more: https://t.co/9mB7nJlYNR… https://t.co/eeL46dWcaM,0,plumber massachusetts available professional services call read
4849,4849,emergency%20services,,This evening a crew from #York was called to the #Foss to assist in a potential rescue. Can I remind peopl…,0,evening crew york called foss assist potential rescue remind
4850,4850,emergency%20services,"Co. Wicklow, Ireland","Injury Units treat broken bones, sprains, burns and other non-life threatening injuries. Charges have recently been reduced an…",0,injury units treat broken bones sprains burns nonlife threatening injuries charges recently reduced
4851,4851,emergency%20services,"Sud-Ouest, Cameroon",The #Emergency services in #Buea have come under review. This as Locals in Great Soppo Buea watch with pity as a yo… https://t.co/wdHBP0OBAv,0,emergency services buea come review locals great soppo buea watch pity
4852,4852,emergency%20services,,"Tonight, we are illuminating the Sydney Opera House sails to show our support for everyone affected by the Australian bu…",0,tonight illuminating sydney opera house sails show support everyone affected australian
4853,4853,emergency%20services,South Africa - KZN,KwaZulu-Natal Helicopter Emergency Medical Services: A good morning from the HEMS crew of Netcare 5 who are current… https://t.co/tqCuaIpwt7,1,kwazulunatal helicopter emergency medical services good morning hems crew netcare
4854,4854,emergency%20services,South Africa - KZN,Western Cape Helicopter Emergency Medical Services: Netcare 6 a specialised helicopter ambulance has been activated… https://t.co/2QQwZ9KFOY,1,western cape helicopter emergency medical services netcare specialised helicopter ambulance
4855,4855,emergency%20services,South Africa - KZN,Gauteng Helicopter Emergency Medical Services: Netcare 3 a specialised helicopter ambulance has been activated for… https://t.co/POEG2BBexr,1,gauteng helicopter emergency medical services netcare specialised helicopter ambulance activated
4856,4856,emergency%20services,South Africa - KZN,Gauteng Helicopter Emergency Medical Services: Netcare 7 a specialised helicopter ambulance has been activated for… https://t.co/rZrJVN7Q5p,1,gauteng helicopter emergency medical services netcare specialised helicopter ambulance activated
4857,4857,emergency%20services,South Africa - KZN,Gauteng Helicopter Emergency Medical Services: Netcare 8 a specialised helicopter ambulance has been activated for… https://t.co/xFgFmxwazh,1,gauteng helicopter emergency medical services netcare specialised helicopter ambulance activated
4858,4858,emergency%20services,South Africa - KZN,Gauteng Helicopter Emergency Medical Services: Netcare 7 a specialised helicopter ambulance has been activated for… https://t.co/YJmeeRF4yc,1,gauteng helicopter emergency medical services netcare specialised helicopter ambulance activated
4859,4859,emergency%20services,"Adelaide, SA, Australia",A beautiful pic of a great save by &amp; Metropolitan Fire Service (MFS) teamwork on #KangarooIsland. One of many res…,0,beautiful pic great save amp metropolitan fire service mfs teamwork kangarooisland one many
4860,4860,emergency%20services,"Oxford, England",For those of you who like #Rugby - are offering all emergency services personnel free entry to their match on…,0,like rugby offering emergency services personnel free entry match
4861,4861,emergency%20services,"QLD, Australia","No but donating to charities, volunteering my time at the State Emergency Services, working in Clim… https://t.co/SXn6wpvubY",0,donating charities volunteering time state emergency services working
4862,4862,emergency%20services,Unitied Kingdom,Angry hauliers meet with council chiefs over planned six-month A1173 closure More Info: https://t.co/VGpYEyfskw T… https://t.co/47YFwAoLRK,0,angry hauliers meet council chiefs planned sixmonth closure info
4863,4863,emergency%20services,"Tallaght, Dublin, Ireland",Collision N'bound between J9 Red Cow and J7 Lucan blocking the right and middle lanes. Emergency services are on route. Tra…,1,collision nbound j red cow j lucan blocking right middle lanes emergency services route
4864,4864,emergency%20services,"Los Angeles, CA","Enjoy the Trannabis Chi Shop, knowing $1 from each purchase gets donated to the transwellnesscenter for both emerge… https://t.co/4C4ULLUlbK",0,enjoy trannabis chi shop knowing purchase gets donated transwellnesscenter
4865,4865,emergency%20services,Donegal,Emergency services at scene of multi-vehicle crash near Muff https://t.co/oNZ1m7P8MA #donegal,1,emergency services scene multivehicle crash near muff donegal
4866,4866,emergency%20services,,"Basildon Council ""Due to essential maintenance work, our emergency out-of-hours telephone number &amp; some website onl… https://t.co/yyJ7E91eVc",0,basildon council due essential maintenance work emergency outofhours telephone number amp website
4867,4867,emergency%20services,"nigeria, yeneg",Emergency services called to a collision on the #M20 near #Maidstone Read More on this: https://t.co/JiRcce7U8m . UK News…,1,emergency services called collision near maidstone read uk
4868,4868,emergency%20services,Sydney,"This WATCH &amp; ACT message is being issued for the Buchan South area. Don't wait, leaving now is the safest option - condit…",0,watch amp act message issued buchan south area dont wait leaving safest option
4869,4869,emergency%20services,,Productive meeting with and fellow Bucks MPs &amp; today. Bucks MPs working togethe…,0,productive meeting fellow bucks mps amp today bucks mps working
4870,4870,emergency%20services,"Melbourne, AUS - Pittsburgh PA",It’s so unnerving. We were up in Bairnsdale and the place was swarmed with Po… https://t.co/icTNMv7qMf,1,unnerving bairnsdale place swarmed
4871,4871,emergency%20services,"Eagle River, AK",Ahhhh! Jess' cat Spock just got major dental surgery but we just found out that Jess' condo flooded so I'm here loo… https://t.co/1QyLAtxulC,0,ahhhh jess cat spock got major dental surgery found jess condo flooded im
4872,4872,emergency%20services,Bermondsey,All this cash wasted while our emergency services are struggling. https://t.co/uHPhUCrmxV,0,cash wasted emergency services struggling
4873,4873,emergency%20services,"Melbourne, Victoria",Hey awesome to hear praise for emergency services supporting communities in need. We acknowledge t… https://t.co/5YO8ipZLwd,0,hey awesome hear praise emergency services supporting communities need acknowledge
4874,4874,emergency%20services,M50 Dublin,Collision N'bound between J9 Red Cow and J7 Lucan blocking the right and middle lanes. Emergency services are on r… https://t.co/uLDkA0Huiw,1,collision nbound j red cow j lucan blocking right middle lanes emergency services
4875,4875,emergency%20services,Asia Pacific,Our thoughts are with everyone affected by the devastating #bushfires. Maddocks has pledged $40K to the #VictorianBush…,0,thoughts everyone affected devastating bushfires maddocks pledged k
4876,4876,emergency%20services,LIVE 3 PM to 6 PM M - F,WANTED Mayor Sheehan donor to receive a lucrative city contract https://t.co/srVqj6R88D,0,wanted mayor sheehan donor receive lucrative city contract
4877,4877,emergency%20services,United Kingdom,Emergency services called to a collision on the #M20 near #Maidstone Read More on this: https://t.co/JiRcce7U8m .… https://t.co/KGLr8oPZer,1,emergency services called collision near maidstone read
4878,4878,emergency%20services,Surr3y BC,"I've been getting alerts from the government emergency services app, saying that the air is hazardous to he…",1,ive getting alerts government emergency services app saying air hazardous
4879,4879,emergency%20services,"London, England",No. Your “child” isn’t a cause is it. The context is the e… https://t.co/CKyld63TBT,0,child isnt cause context
4880,4880,emergency%20services,"South East, England",#M20 between J5 #Maidstone &amp; J4 #Leybourne there is a traffic collision within the roadworks blocking lanes 1 &amp; 2.… https://t.co/CIJOKjPpND,1,j maidstone amp j leybourne traffic collision within roadworks blocking lanes amp
4881,4881,emergency%20services,Northumberland,"True, what a mess we are in that abuse of our emergency services has become common place 😔.",0,true mess abuse emergency services become common place
4882,4882,emergency%20services,,"Cumbria County Council is refusing to reveal the full cost of a new base for south Cumbria's emergency services, as the bu…",0,cumbria county council refusing reveal full cost new base south cumbrias emergency services
4883,4883,emergency%20services,,"Are you experiencing any home emergencies? In such a situation, request a service by calling us and within a maximu… https://t.co/gPiDWJJqQm",0,experiencing home emergencies situation request service calling us within
4884,4884,emergency%20services,🇳🇿Auckland,🌱🍃comeback giveback⁷🌱🍃 and i are hosting a charity project! we have chosen wildlife victoria which is a nonpro…,0,comeback giveback 7 hosting charity project chosen wildlife victoria
4885,4885,emergency%20services,Kendal via Carlisle/Manchester,"Cumbria County Council is refusing to reveal the full cost of a new base for south Cumbria's emergency services, as… https://t.co/q302A3gBPb",0,cumbria county council refusing reveal full cost new base south cumbrias emergency services
4886,4886,emergency%20services,"Cumbria, UK","Cumbria County Council is refusing to reveal the full cost of a new base for south Cumbria's emergency services, as… https://t.co/UDkc5IMbFg",0,cumbria county council refusing reveal full cost new base south cumbrias emergency services
4887,4887,emergency%20services,"England, United Kingdom",Thus is a match day at Fernhurst. The council need to act. Lives are at r… https://t.co/Xn6vrAnw2v,0,thus match day fernhurst council need act lives
4888,4888,emergency%20services,,Stand together against attacks on members of the emergency services - are such attacks hate crimes? Why are angry people t…,0,stand together attacks members emergency services attacks hate crimes angry people
4889,4889,emergency%20services,"Melbourne, Victoria",Very smokey in #Melbourne today. Destruction and impact of the #bushfiresAustralia seems unrelenting. Deep gratitud… https://t.co/ouDnrP5hpK,1,smokey melbourne today destruction impact bushfiresaustralia seems unrelenting deep
4890,4890,emergency%20services,"Cambridgeshire, UK",⚠️ UPDATE: #A141 westbound between Tesco and Audi roundabouts #Huntingdon; Road BLOCKED due to road traffic collisi… https://t.co/tRuHa5NsgI,1,update westbound tesco audi roundabouts huntingdon road blocked due road traffic
4891,4891,emergency%20services,"Melbourne, Victoria",The Bushfire case support program can provide free information and advice for people impacted by the Gippsland and North E…,0,bushfire case support program provide free information advice people impacted gippsland north
4892,4892,emergency%20services,"Sydney, Australia",Yeah I hold little hope. I feel for the local hospitals and the emergency services.,0,yeah hold little hope feel local hospitals emergency services
4893,4893,emergency%20services,Great Britain,For those of you who like #Rugby - are offering all emergency services personnel free entry to their ma… https://t.co/5RaG8b53aQ,0,like rugby offering emergency services personnel free entry
4894,4894,emergency%20services,"Sydney, New South Wales","HAH!!! now we know the real reason for the silence by the govt ""On New Year's Eve, without fanfar…",0,hah know real reason silence govt new years eve without
4895,4895,emergency%20services,,Are we there yet? Won't be long now! Traffic starting to move on N7 n/b following multi-vehicle collision between J… https://t.co/R9qTnzLZaH,1,yet wont long traffic starting move n nb following multivehicle collision
4896,4896,emergency%20services,North,"That’s great news Chris, personally as a family man I wouldn’t have any i… https://t.co/BQufZpTxmU",0,thats great news chris personally family man wouldnt
4897,4897,engulfed,MENDACHEM FRAUS BASTARDIS,Too engulfed in xenophobia to notice nd LR is rich daily mail hatred is only for poor foreigners https://t.co/PLp3qNFKIa,0,engulfed xenophobia notice nd lr rich daily mail hatred poor foreigners
4898,4898,engulfed,"Fremont Street, Des Moines",DMRegister: RT TDavisDMR: A man is believed to have ended a daylong standoff with police by setting fire to his own… https://t.co/kF9xI1DQSR,1,dmregister rt tdavisdmr man believed ended daylong standoff police setting fire
4899,4899,engulfed,"Fremont Street, Des Moines","DMRegister: Over the course of the 12-hour standoff with law enforcement, police say the man ""fired multiple rounds… https://t.co/DnXUWRkwVa",1,dmregister course hour standoff law enforcement police say man fired multiple
4900,4900,engulfed,,Yes you did by telling me things just like you try to d… https://t.co/oWoG1uontG,0,yes telling things like try
4901,4901,engulfed,,“Engulfed by the flames Engulfed in the shame Betrayed by your imagination” #RareOutNow 🖤 https://t.co/y3pe1ErUd0,0,engulfed flames engulfed shame betrayed imagination rareoutnow
4902,4902,engulfed,"Bulacan, Philippine 🇵🇭 ",my love this day is solely for you. my mind fills with wonders as i think of the ways u may spend it im only hoping that every…,0,love day solely mind fills wonders think ways u may spend im hoping
4903,4903,engulfed,"Bristol, England",Richard Branson engulfed in crisis at Flybe after Virgin rescue https://t.co/Qk6PV3BYz8,0,richard branson engulfed crisis flybe virgin rescue
4904,4904,engulfed,arkham asylum,They will tell stories of it in there Wallaby culture &amp; long after humans are gone and the Wallaby ppl rule the…,0,tell stories wallaby culture amp long humans gone wallaby ppl rule
4905,4905,engulfed,,Meanwhile Uncle Andy reacts to his story in the press become yesterdays news engul… https://t.co/d5PqMbDj3o,0,meanwhile uncle andy reacts story press become yesterdays news
4906,4906,engulfed,"Cheshire, UK","New blog post: The Inquisition... ""To me, I think emotions are like huge waves crashing against me, I don't 'feel' the emoti…",0,new blog post inquisition think emotions like huge waves crashing dont feel
4907,4907,engulfed,Bucharest,Shocking moment a bus is engulfed by a massive sinkhole leaving six dead and 16 injured https://t.co/jurnGtKyEf,1,shocking moment bus engulfed massive sinkhole leaving six dead injured
4908,4908,engulfed,Various,"Landmark Paris trial of disgraced former athletics supremo Lamine Diack delayed until June after surprise new evidence, with I…",0,landmark paris trial disgraced former athletics supremo lamine diack delayed june surprise new evidence
4909,4909,engulfed,France,Engulfed 💧 https://t.co/t6mGr7iQgH,0,engulfed
4910,4910,engulfed,,So engulfed in the news about #HawaiiFB coach Rolo that I didn’t notice &amp; while at dinner a…,0,engulfed news hawaiifb coach rolo didnt notice amp dinner
4911,4911,engulfed,"New York, USA","Pia spun like practiced, her foot coming down perfectly on its mark, but the floor didn't connect. Instead, her shoe slipp…",0,pia spun like practiced foot coming perfectly mark floor didnt connect instead shoe
4912,4912,engulfed,"Hutchinson, MN",It was this weird moment of fear that just totally engulfed me and made me feel totally inferior to anyone else who creat…,0,weird moment fear totally engulfed made feel totally inferior anyone else
4913,4913,engulfed,"Manhattan, NY",The native doctor called CJN and the rascal called AGF cannot stand you in physique and intellect unfortun… https://t.co/ruOsqeccfv,0,native doctor called cjn rascal called agf cannot stand physique intellect
4914,4914,engulfed,Namibia,become so engulfed in your happiness and stay unbothered.♥️,0,become engulfed happiness stay unbothered
4915,4915,engulfed,,Aussie teacher caught up in Philippines volcano eruption reveals the 'surreal' moment ash engulfed the town he was staying…,1,aussie teacher caught philippines volcano eruption reveals surreal moment ash engulfed town
4916,4916,engulfed,,i forgot i'd like number 1 🤣 i was too engulfed with my message ㅋㅋㅋ,0,forgot id like number engulfed message kkk
4917,4917,engulfed,In your heart ^^,A sugarcane field is engulfed in flames in Nakhon Sawan province on Sunday night as local growers try to avoid arrest by…,1,sugarcane field engulfed flames nakhon sawan province sunday night local growers try avoid arrest
4918,4918,engulfed,"Kumasi, Ghana",When you’re engulfed in what you love to do. The right people will come.,0,youre engulfed love right people come
4919,4919,engulfed,,"Air quality worsened in Chennai from Monday. Since this morning, a thick smog has engulfed most parts of Chennai. https://t.…",1,air quality worsened chennai monday since morning thick smog engulfed parts chennai
4920,4920,engulfed,Hawai'i,So engulfed in the news about #HawaiiFB coach Rolo that I didn’t notice &amp; while at dinn… https://t.co/IaY8Ya7Eqq,0,engulfed news hawaiifb coach rolo didnt notice amp
4921,4921,engulfed,Hyderabad,"Junior judges showing more spine, sticking to the ideals of our constitution. This needs to be celebrate… https://t.co/ncFQG4wT1Q",0,junior judges showing spine sticking ideals constitution needs
4922,4922,engulfed,"California, USA",It was this weird moment of fear that just totally engulfed me and made me feel totally inferior to anyone else who… https://t.co/QMth9c8Rd0,0,weird moment fear totally engulfed made feel totally inferior anyone else
4923,4923,engulfed,"Chicago, IL",The title of David Sedaris’s book When You’re Engulfed in Flames speaks to me on a deeply personal level.,0,title david sedariss book youre engulfed flames speaks deeply personal level
4924,4924,engulfed,https://jerenerose.weebly.com/,Engulfed 💧 https://t.co/t6mGr7iQgH,0,engulfed
4925,4925,engulfed,"Phoenix, AZ",A young woman was killed in a fire that engulfed at least one suburban Phoenix apartment early this morning. https://t.co/hoaneu62xW,1,young woman killed fire engulfed least one suburban phoenix apartment early morning
4926,4926,engulfed,Sydney,Aussie teacher caught up in Philippines volcano eruption reveals the 'surreal' moment ash engulfed the town he was… https://t.co/3ggoDALU05,1,aussie teacher caught philippines volcano eruption reveals surreal moment ash engulfed town
4927,4927,engulfed,London,Last moments of #PS572 when engulfed in flames. Passengers can be heard screaming. And for 3 days the disgusting… https://t.co/Y9dGSFDjIX,1,last moments ps engulfed flames passengers heard screaming days
4928,4928,engulfed,"Middle of Nowhere, USA",Too late for crusty OLD basterds (sic). Hardening of the heart and brain has engulfed potus.,0,late crusty old basterds sic hardening heart brain engulfed potus
4929,4929,engulfed,"Chicago, IL.","TOO DEPRESSING TO WATCH HOLOCAUST FILMS, WHERE SATAN'S ""..steal..kill..destroy"" (John 10:10) WAS DONE TO JEWS, BY H… https://t.co/WD7YdhTzb4",0,depressing watch holocaust films satans stealkilldestroy john done jews
4930,4930,engulfed,"Chicago, IL.","TOO DEPRESSING TO WATCH HOLOCAUST FILMS, WHERE SATAN'S ""..steal..kill..destroy"" (John 10:10) WAS DONE TO JEWS, BY H… https://t.co/SiRRnYpk8A",0,depressing watch holocaust films satans stealkilldestroy john done jews
4931,4931,engulfed,"Tupelo, MS",I’m here on Hwy 278 near Thaxton where a home is completely engulfed in flames... Thaxton and Pontotoc emergency crews are…,1,im hwy near thaxton home completely engulfed flames thaxton pontotoc emergency crews
4932,4932,engulfed,in my own dreams 🌃,It deeply saddens me to see the negativity that has engulfed our country. It’s just getting worse everyday. 😔,0,deeply saddens see negativity engulfed country getting worse everyday
4933,4933,engulfed,"Chicago, IL.","TOO DEPRESSING TO WATCH HOLOCAUST FILMS WHERE SATAN'S ""..steal..kill..destroy"" (John 10:10) WAS DONE TO JEWS, BY HI… https://t.co/pc0KjDlIFq",0,depressing watch holocaust films satans stealkilldestroy john done jews
4934,4934,engulfed,"Chicago, IL.","TOO DEPRESSING TO WATCH HOLOCAUST FILMS, WHERE SATAN'S ""..steal..kill..destroy,""(John 10:10) WAS DONE TO JEWS, BY H… https://t.co/Vil1KdU7oO",0,depressing watch holocaust films satans stealkilldestroyjohn done jews
4935,4935,engulfed,"Richmond, VA",Authorities in Virginia are trying to determine what happened to a person who was found dead inside a mobile home f… https://t.co/7YcGP1THLo,1,authorities virginia trying determine happened person found dead inside mobile home
4936,4936,engulfed,New York City,The response to Australia’s fire crisis has some similarity to what engulfed America when Trump was elected. People want t…,0,response australias fire crisis similarity engulfed america trump elected people want
4937,4937,engulfed,"Sydney, Australia",The response to Australia’s fire crisis has some similarity to what engulfed America when Trump was elected. People… https://t.co/5flFcxUdIs,0,response australias fire crisis similarity engulfed america trump elected
4938,4938,engulfed,"Long Beach, CA",Yeah it’s tough because we come from a place of being engulfed in the 2K pro-am community.… https://t.co/oqh36tVK7k,0,yeah tough come place engulfed k proam
4939,4939,engulfed,United States,"i have been dreaming of this, him standing on a ledge above of a group of criminals… https://t.co/yGvX5ETN6J",0,dreaming standing ledge group
4940,4940,engulfed,Netherworld | #ᴛʜᴇsʏɴᴅɪᴄᴀᴛᴇ,"— apart. Less than a second later, various spears begun to manifest around the demoness' location,… https://t.co/cKJK5ppmur",0,apart less second later various spears begun manifest around demoness
4941,4941,engulfed,,"Wishing a spiritual, enlightening and refreshing life from the moment we are ready for letting our self get engulfed in…",0,wishing spiritual enlightening refreshing life moment ready letting self get engulfed
4942,4942,engulfed,USA,"His White House Engulfed, Trump Keeps California in the Crosshairs https://t.co/CN4gWBzpGq",0,white house engulfed trump keeps california crosshairs
4943,4943,engulfed,"LOONA, Fromis_9, SATURDAY","It can happen anytime, anyplace. Engulfed by your own silhouette. They will never find a trace, swallowed up in a moment…",0,happen anytime anyplace engulfed silhouette never find trace swallowed
4944,4944,engulfed,Ashburn VA,You forgot to tell us that how many Chapati he consumed with Sari Paye last night and how many paratas he engulfed… https://t.co/A2ZDIy9oDC,0,forgot tell us many chapati consumed sari paye last night many paratas
4945,4945,engulfed,"California, USA","Pia spun like practiced, her foot coming down perfectly on its mark, but the floor didn't connect. Instead, her sho… https://t.co/QWNTPl7wjE",0,pia spun like practiced foot coming perfectly mark floor didnt connect instead
4946,4946,engulfed,Jambandra Base,...but It has engulfed my soul You're next,0,engulfed soul youre next
4947,4947,engulfed,"Nairobi, Kenya",Kenya especially North Eastern is engulfed by terrorist organisations as Matiangi is busy Campaigning for 2022 ele… https://t.co/ckyOBLhuqo,0,kenya especially north eastern engulfed terrorist organisations matiangi busy campaigning
4948,4948,engulfed,Jambastion,I feel like this is the only game you ever play now and touhou has engulfed your soul or something (… https://t.co/YGoKX3LJS5,0,feel like game ever play touhou engulfed soul something
4949,4949,engulfed,Warwick England,To all out there .........What's the latest #Jokhang Temple fire Engulfed in flames two years ago on 17 February 2018 since then nothing,1,whats latest jokhang temple fire engulfed flames two years ago february since nothing
4950,4950,engulfed,Planet Earth 🌍,Your mother and partner would be proud of you. Debussy - Engulfed Cathedral reminds me of the Lady… https://t.co/Va7EMpewLw,0,mother partner would proud debussy engulfed cathedral reminds
4951,4951,engulfed,Warwick England,#Jokhang Temple fire A number of videos emerged on social media showing the temple being engulfed in flames two years a…,1,jokhang temple fire number videos emerged social media showing temple engulfed flames two years
4952,4952,engulfed,India,Hitler committed suicide first get that clear. His own hate engulfed him. The kids are not promoting… https://t.co/XYb37gMqVr,0,hitler committed suicide first get clear hate engulfed kids
4953,4953,engulfed,,Compulsory education engulfed people in paper.,0,compulsory education engulfed people paper
4954,4954,engulfed,Philly Burbs,JOE BUCK: Welcome to the top of the 47th [Sun rises] [Sun keeps getting bigger] BUCK: yes [World engulfed by flames] BUCK…,0,joe buck welcome top th sun rises sun keeps getting bigger buck yes world engulfed flames
4955,4955,engulfed,Canada,"The plane doesn’t crash immediately, but is set on fire by the missile explosion. We don't know the precise flig…",1,plane doesnt crash immediately set fire missile explosion dont know precise
4956,4956,engulfed,,This is so hot and sexy. Look at their size difference! Erwin's hand fully engulfed Levi's… https://t.co/SjHLFyezpx,0,hot sexy look size difference erwins hand fully engulfed
4957,4957,engulfed,,21. Sir Peter Morrison was implicated in the child abuse scandal that engulfed children's homes in North Wales. His sis…,1,sir peter morrison implicated child abuse scandal engulfed childrens homes north wales
4958,4958,engulfed,"sᴛᴏʀʏʙʀᴏᴏᴋᴇ, ᴍᴇ {#𝐀𝐧𝐧𝐢✍🏼}",I crave to be owned Engulfed by your embrace To melt into your chest Caged within your arms Enveloped by your scent Ever…,0,crave owned engulfed embrace melt chest caged within arms enveloped scent
4959,4959,engulfed,Worldwide,Richard Branson engulfed in crisis at Flybe after Virgin rescue: https://t.co/Pr22LZYBfz #Aviation #Airline https://t.co/KJRucDtiFf,0,richard branson engulfed crisis flybe virgin rescue aviation airline
4960,4960,engulfed,"St Louis, MO",Check out the excellent 2nd single that released today from Frankie Valet's upcoming album - https://t.co/ErTMhh1YqP I'm…,0,check excellent nd single released today frankie valets upcoming album
4961,4961,engulfed,ɢʀᴀssʏ ʜɪʟʟ.,"Aria gave her a look of desire. Suddenly, the snake's head was engulfed by the shorty's mouth; covering… https://t.co/vZptXvzHEt",0,aria gave look desire suddenly snakes head engulfed shortys mouth
4962,4962,engulfed,Bengaluru,The poster is cool ....and has serinity as well as the the vibrant spirit and soul of Mumbai engulfed in it 😊👌,0,poster cool serinity well vibrant spirit soul mumbai engulfed
4963,4963,engulfed,#PersonaRP #DBRP #MVRP,"—Slowly, Nagoshi's pupils would change into a Greenish Blue color, along with his hair spiking up… https://t.co/ymH6iSwxtL",0,slowly nagoshis pupils would change greenish blue color along hair spiking
4964,4964,engulfed,*:･ﾟ✧ ♡ [he/they],i love not replying to administrators’ emails because they assume you’re so engulfed by life that they just do what… https://t.co/QjaR0s5DGh,0,love replying administrators emails assume youre engulfed life
4965,4965,engulfed,between some bigass cheeks,I like micro fats a lot Like just a teeny tiny blob the size of your hand that you can pick up and hold like a ball Or…,0,like micro fats lot like teeny tiny blob size hand pick hold like ball
4966,4966,engulfed,,"There’d a woman who I used to be terrified of. I’m still a little terrified of her. I was friends with her, got eng… https://t.co/juR2Pl0hxK",0,thered woman used terrified im still little terrified friends got
4967,4967,engulfed,"Nanaimo BC, Canada","A January heat wave engulfed the eastern half of the USA, toppling records https://t.co/EorCaGeQY7",1,january heat wave engulfed eastern half usa toppling records
4968,4968,engulfed,The OC,Sony announces head completely engulfed in own ass.,0,sony announces head completely engulfed ass
4969,4969,engulfed,Hell,"So so sorry! It’s so hard to loose a best friend like that, one that’s a chosen sibling to stan…",0,sorry hard loose best friend like one thats chosen sibling
4970,4970,engulfed,"Jammu, Jammu And Kashmir","this is from Kerala. Imagine, we r already an Islamic state down south. Slowly one by one states…",0,kerala imagine r already islamic state south slowly one one
4971,4971,engulfed,"Oklahoma, USA","So so sorry! It’s so hard to loose a best friend like that, one that’s a chosen sibling to s… https://t.co/53RxmMzgAo",0,sorry hard loose best friend like one thats chosen sibling
4972,4972,engulfed,,We read the word of God is alive&amp;active but never in my wildest imagination that I believe it to be… https://t.co/FiVheEFffP,0,read word god aliveampactive never wildest imagination believe
4973,4973,engulfed,,"Another growl came from the beast, but perhaps it was more of a playful one than before. Once his… https://t.co/PkqzGdMiwU",0,another growl came beast perhaps playful one
4974,4974,engulfed,Senegal,"""...Clearly, the Western nations could have reduced the influence of Boko Haram by 80 or 90 percent. They have deliberately no…",0,clearly western nations could reduced influence boko haram percent deliberately
4975,4975,engulfed,,she lets out a small giggle as she nuzzles her face into the crook of his neck ; allowing her body to… https://t.co/6JAXHGBquh,0,lets small giggle nuzzles face crook neck allowing body
4976,4976,engulfed,,Shame on the 1.4K people who liked this. This is clearly fake. People are so engulfed with their politi… https://t.co/5ufwYVH1gR,0,shame k people liked clearly fake people engulfed
4977,4977,engulfed,"Des Moines, Iowa","JOE BUCK: Welcome to the ninth hour of the national title game, as we enter the fourth quarter [sun rises] [sun keeps getting…",0,joe buck welcome ninth hour national title game enter fourth quarter sun rises sun keeps
4978,4978,engulfed,Canberra,"An Australian caught up in a Philippines volcano eruption has described the experience as ""surreal"" after ash cloud… https://t.co/z5STshLQLc",1,australian caught philippines volcano eruption described experience surreal ash
4979,4979,epicentre,,"While visiting Jawaharlal Nehru University (JNU), the new epicentre for violent protests in the country, Congress MP Shash…",0,visiting jawaharlal nehru university jnu new epicentre violent protests country congress mp
4980,4980,epicentre,Spain,#Spain undiscovered #gems: #Requena is known for its many wineries. This picturesque town was originally the epicen… https://t.co/hQ0isff9ql,0,spain undiscovered gems requena known many wineries picturesque town originally
4981,4981,epicentre,Malaysia,"Hiring for Account Assistant (SPM with 1 year working experience) Salary RM1,600 📍KL +Staff purchase discount +Annual Di…",0,hiring account assistant spm year working experience salary rm kl staff purchase discount annual
4982,4982,epicentre,"Whitminster,Glos.",We support efforts in tackling the poaching crisis in Chizarira National Park. The park was the epicentre…,0,support efforts tackling poaching crisis chizarira national park park
4983,4983,epicentre,,That time when me and Nikki shut down live room because 'it was too rowdy' 😂🔥 https://t.co/RCmZnxTWx2,0,time nikki shut live room rowdy
4984,4984,epicentre,Barnet,If capitalism constantly continually caused troubling pain to same epicentre and they cho… https://t.co/vmylA5tPeC,0,capitalism constantly continually caused troubling pain epicentre
4985,4985,epicentre,Mooloolaba,"Cudgewa in the epicentre of the fires near Corryong, all pasture paddocks burnt , houses burnt , stock losses , cattle now be…",1,cudgewa epicentre fires near corryong pasture paddocks burnt houses burnt stock losses cattle
4986,4986,epicentre,,SHINE Ibiza. The epicentre of trance in the summer at with …,0,shine ibiza epicentre trance summer
